[19Mar2024 15:47:45.037] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Gottfrid_N, --version, 1.20.1, --gameDir, C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/instances/1.20.1/.minecraft, --assetsDir, C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/assets, --assetIndex, 5, --uuid, bb2d0351fd0f43fba84ac291b43e6b9e, --accessToken, ????????, --userType, msa, --versionType, release, --launchTarget, forgeclient, --fml.forgeVersion, 47.1.101, --fml.fmlVersion, 47.2.2, --fml.mcVersion, 1.20.1, --fml.mcpVersion, 20230612.114412, --width, 854, --height, 480]
[19Mar2024 15:47:45.045] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8.1 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[19Mar2024 15:47:47.052] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[19Mar2024 15:47:47.176] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[19Mar2024 15:47:47.700] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[19Mar2024 15:47:47.741] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[19Mar2024 15:47:47.822] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23152!/ Service=ModLauncher Env=CLIENT
[19Mar2024 15:47:47.961] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce GTX 1060 3GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 546.65, NVIDIA Corporation
[19Mar2024 15:47:49.922] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "netty-codec-http-4.1.82.Final.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.922] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "nitrogen_internals-1.20.1-1.0.7-neoforge.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.922] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "kfflang-4.10.0.jar" of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.922] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "MixinExtras-0.3.5.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.922] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "kffmod-4.10.0.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.922] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "jgrapht-core-1.5.2.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "kfflib-4.10.0.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "thermal_core-1.20.1-11.0.2.18.jar" of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "bytecodecs-1.0.2.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "Java-WebSocket-1.5.6.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "netty-handler-proxy-4.1.82.Final.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "cobalt-0.9.1.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "apfloat-1.10.1.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:49.923] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "jcpp-1.4.14.jar" of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@78830d9a
[19Mar2024 15:47:57.507] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[19Mar2024 15:47:57.511] [main/ERROR] [mixin/]: Mixin config emi_loot-common.mixins.json does not specify "minVersion" property
[19Mar2024 15:47:57.675] [main/ERROR] [mixin/]: Mixin config dynamiclightsreforged.mixins.json does not specify "minVersion" property
[19Mar2024 15:47:57.677] [main/ERROR] [mixin/]: Mixin config okzoomer.mixins.json does not specify "minVersion" property
[19Mar2024 15:47:57.849] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [ca.spottedleaf.starlight.mixin.MixinConnector]
[19Mar2024 15:47:57.854] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeclient' with arguments [--version, 1.20.1, --gameDir, C:\Users\Gottfrid\AppData\Roaming\PrismLauncher\instances\1.20.1\.minecraft, --assetsDir, C:\Users\Gottfrid\AppData\Roaming\PrismLauncher\assets, --uuid, bb2d0351fd0f43fba84ac291b43e6b9e, --username, Gottfrid_N, --assetIndex, 5, --accessToken, ????????, --userType, msa, --versionType, release, --width, 854, --height, 480]
[19Mar2024 15:47:57.901] [main/INFO] [com.abdelaziz.saturn.common.Saturn/]: Loaded Saturn config file with 4 configurable options
[19Mar2024 15:47:57.913] [main/WARN] [mixin/]: Reference map 'kubejsdelight.refmap.json' for kubejsdelight.mixins.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:47:57.971] [main/INFO] [com.ishland.vmp.common.logging.AsyncAppenderBootstrap/]: Successfully started async appender with [DebugFile, SysOut, File]
[19Mar2024 15:47:57.984] [main/WARN] [mixin/]: Reference map 'emi-forge-refmap.json' for emi-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:47:58.016] [main/INFO] [fpsreducer/]: OptiFine was NOT detected.
[19Mar2024 15:47:58.018] [main/INFO] [fpsreducer/]: OptiFabric was NOT detected.
[19Mar2024 15:47:58.036] [main/WARN] [mixin/]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:47:58.038] [main/WARN] [mixin/]: Reference map 'bloodmagic.refmap.json' for bloodmagic.mixins.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:47:58.177] [main/INFO] [ModernFix/]: Loaded configuration file for ModernFix 5.14.0+mc1.20.1: 74 options available, 1 override(s) found
[19Mar2024 15:47:58.179] [main/WARN] [ModernFix/]: Option 'mixin.perf.thread_priorities' overriden (by mods [smoothboot]) to 'false'
[19Mar2024 15:47:58.179] [main/INFO] [ModernFix/]: Applying Nashorn fix
[19Mar2024 15:47:58.202] [main/INFO] [ModernFix/]: Applied Forge config corruption patch
[19Mar2024 15:47:58.231] [main/WARN] [mixin/]: Reference map 'FTBQuestsOptimizer.refmap.json' for ftbqoptimizer.mixins.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:47:58.254] [main/INFO] [Embeddium/]: Loaded configuration file for Embeddium: 193 options available, 3 override(s) found
[19Mar2024 15:47:58.258] [main/INFO] [Embeddium-GraphicsAdapterProbe/]: Searching for graphics cards...
[19Mar2024 15:47:58.535] [main/INFO] [Embeddium-GraphicsAdapterProbe/]: Found graphics card: GraphicsAdapterInfo[vendor=NVIDIA, name=NVIDIA GeForce GTX 1060 3GB, version=DriverVersion=31.0.15.4665]
[19Mar2024 15:47:58.550] [main/WARN] [Embeddium-Workarounds/]: Sodium has applied one or more workarounds to prevent crashes or other issues on your system: [NVIDIA_THREADED_OPTIMIZATIONS]
[19Mar2024 15:47:58.550] [main/WARN] [Embeddium-Workarounds/]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[19Mar2024 15:47:58.557] [main/WARN] [mixin/]: Reference map 'kubejs_botania-forge-refmap.json' for kubejs_botania.mixins.forge.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:47:58.686] [main/WARN] [mixin/]: Reference map 'probejs-forge-refmap.json' for probejs.mixins.json could not be read. If this is a development environment you can ignore this message
[19Mar2024 15:48:00.179] [main/WARN] [mixin/]: Error loading class: com/ishland/c2me/notickvd/common/NoTickChunkSendingInterceptor (java.lang.ClassNotFoundException: com.ishland.c2me.notickvd.common.NoTickChunkSendingInterceptor)
[19Mar2024 15:48:00.241] [main/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[19Mar2024 15:48:00.257] [main/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[19Mar2024 15:48:00.294] [main/WARN] [mixin/]: Error loading class: mezz/jei/library/load/PluginCaller (java.lang.ClassNotFoundException: mezz.jei.library.load.PluginCaller)
[19Mar2024 15:48:00.318] [main/INFO] [fpsreducer/]: bre2el.fpsreducer.mixin.RenderSystemMixin will be applied.
[19Mar2024 15:48:00.318] [main/INFO] [fpsreducer/]: bre2el.fpsreducer.mixin.WindowMixin will NOT be applied because OptiFine was NOT detected.
[19Mar2024 15:48:00.420] [main/WARN] [mixin/]: Error loading class: mezz/modnametooltip/TooltipEventHandler (java.lang.ClassNotFoundException: mezz.modnametooltip.TooltipEventHandler)
[19Mar2024 15:48:00.427] [main/WARN] [mixin/]: Error loading class: me/shedaniel/rei/impl/client/ClientHelperImpl (java.lang.ClassNotFoundException: me.shedaniel.rei.impl.client.ClientHelperImpl)
[19Mar2024 15:48:00.776] [main/INFO] [com.cupboard.Cupboard/]: Loaded config for: structureessentials.json
[19Mar2024 15:48:01.073] [main/INFO] [com.cupboard.Cupboard/]: Loaded config for: recipeessentials.json
[19Mar2024 15:48:01.272] [main/WARN] [mixin/]: Error loading class: mezz/jei/gui/overlay/IngredientListOverlay (java.lang.ClassNotFoundException: mezz.jei.gui.overlay.IngredientListOverlay)
[19Mar2024 15:48:01.273] [main/WARN] [mixin/]: @Mixin target mezz.jei.gui.overlay.IngredientListOverlay was not found embeddiumplus.mixin.json:jei.JeiOverlayMixin
[19Mar2024 15:48:01.280] [main/WARN] [mixin/]: Error loading class: dev/nolij/zume/lexforge18/ZumeKeyBind (java.lang.ClassNotFoundException: dev.nolij.zume.lexforge18.ZumeKeyBind)
[19Mar2024 15:48:01.280] [main/WARN] [mixin/]: @Mixin target dev.nolij.zume.lexforge18.ZumeKeyBind was not found embeddiumplus.mixin.json:zume.ZumeKeyBindsForgeMixin
[19Mar2024 15:48:01.287] [main/WARN] [mixin/]: Error loading class: dev/nolij/zume/lexforge/ZumeKeyBind (java.lang.ClassNotFoundException: dev.nolij.zume.lexforge.ZumeKeyBind)
[19Mar2024 15:48:01.287] [main/WARN] [mixin/]: @Mixin target dev.nolij.zume.lexforge.ZumeKeyBind was not found embeddiumplus.mixin.json:zume.ZumeKeyBindsForgeMixin
[19Mar2024 15:48:01.603] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.world.sky.WorldRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.603] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.world.sky.ClientWorldMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.603] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.world.sky.BackgroundRendererMixin' as rule 'mixin.features.render.world.sky' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.607] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.gui.font.GlyphRendererMixin' as rule 'mixin.features.render.gui.font' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.608] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.shadows.EntityRenderDispatcherMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.608] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.fast_render.ModelPartMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.608] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.fast_render.CuboidMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.609] [main/WARN] [Embeddium/]: Force-disabling mixin 'features.render.entity.cull.EntityRendererMixin' as rule 'mixin.features.render.entity' (added by mods [oculus]) disables it and children
[19Mar2024 15:48:01.728] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[19Mar2024 15:48:02.443] [main/INFO] [Smooth Boot (Reloaded)/]: Smooth Boot (Reloaded) config initialized
[19Mar2024 15:48:02.530] [main/WARN] [mixin/]: Static binding violation: PRIVATE @Overwrite method m_216202_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagOrElementLocationMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[19Mar2024 15:48:04.025] [pool-6-thread-1/INFO] [net.minecraft.server.Bootstrap/]: ModernFix reached bootstrap stage (23.50 s after launch)
[19Mar2024 15:48:04.113] [pool-6-thread-1/WARN] [mixin/]: @Final field delegatesByName:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[19Mar2024 15:48:04.114] [pool-6-thread-1/WARN] [mixin/]: @Final field delegatesByValue:Ljava/util/Map; in modernfix-forge.mixins.json:perf.forge_registry_alloc.ForgeRegistryMixin should be final
[19Mar2024 15:48:04.163] [pool-6-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[19Mar2024 15:48:04.168] [pool-6-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[19Mar2024 15:48:04.208] [pool-6-thread-1/INFO] [ModernFix/]: Injecting BlockStateBase cache population hook into getOpacityIfCached from ca.spottedleaf.starlight.mixin.common.blockstate.BlockStateBaseMixin
[19Mar2024 15:48:04.208] [pool-6-thread-1/INFO] [ModernFix/]: Injecting BlockStateBase cache population hook into isConditionallyFullOpaque from ca.spottedleaf.starlight.mixin.common.blockstate.BlockStateBaseMixin
[19Mar2024 15:48:05.369] [pool-6-thread-1/INFO] [net.minecraft.server.Bootstrap/]: Vanilla bootstrap took 1339 milliseconds
[19Mar2024 15:48:06.092] [pool-6-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[19Mar2024 15:48:06.096] [pool-6-thread-1/INFO] [net.minecraftforge.coremod.CoreMod.placebo/COREMODLOG]: Patching IForgeItemStack#getEnchantmentLevel
[19Mar2024 15:48:09.619] [pool-6-thread-1/WARN] [mixin/]: Static binding violation: PRIVATE @Overwrite method m_47505_ in modernfix-common.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[19Mar2024 15:48:09.623] [pool-6-thread-1/WARN] [mixin/]: Method overwrite conflict for m_47505_ in modernfix-common.mixins.json:perf.remove_biome_temperature_cache.BiomeMixin, previously written by com.abdelaziz.saturn.mixin.leaks.biome_temperature_cache.BiomeMixin. Skipping method.
[19Mar2024 15:48:10.117] [pool-6-thread-1/WARN] [AE2:C/]: Unable to find class com.simibubi.create.foundation.ponder.PonderWorld. Integration with PonderJS disabled.
[19Mar2024 15:48:12.244] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23442!/assets/.mcassetsroot' uses unexpected schema
[19Mar2024 15:48:12.244] [Render thread/WARN] [net.minecraft.server.packs.VanillaPackResourcesBuilder/]: Assets URL 'union:/C:/Users/Gottfrid/AppData/Roaming/PrismLauncher/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar%23442!/data/.mcassetsroot' uses unexpected schema
[19Mar2024 15:48:12.353] [Render thread/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[19Mar2024 15:48:12.876] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Setting user: Gottfrid_N
[19Mar2024 15:48:13.074] [Render thread/INFO] [ModernFix/]: Bypassed Mojang DFU
[19Mar2024 15:48:13.167] [Render thread/INFO] [mixin/]: BeforeConstant is searching for constants in method with descriptor (Lnet/minecraft/network/chat/Component;Lnet/minecraft/client/GuiMessageTag;)V
[19Mar2024 15:48:13.168] [Render thread/INFO] [mixin/]:   BeforeConstant found STRING constant: value = , stringValue = null
[19Mar2024 15:48:13.169] [Render thread/INFO] [mixin/]:     BeforeConstant found a matching constant TYPE at ordinal 0
[19Mar2024 15:48:13.169] [Render thread/INFO] [mixin/]:       BeforeConstant found LdcInsn 
[19Mar2024 15:48:13.169] [Render thread/INFO] [mixin/]:   BeforeConstant found STRING constant: value = \\r, stringValue = null
[19Mar2024 15:48:13.169] [Render thread/INFO] [mixin/]:     BeforeConstant found a matching constant TYPE at ordinal 1
[19Mar2024 15:48:13.169] [Render thread/INFO] [mixin/]:       BeforeConstant found LdcInsn \\r
[19Mar2024 15:48:13.169] [Render thread/INFO] [mixin/]:   BeforeConstant found STRING constant: value = 
, stringValue = null
[19Mar2024 15:48:13.170] [Render thread/INFO] [mixin/]:     BeforeConstant found a matching constant TYPE at ordinal 2
[19Mar2024 15:48:13.170] [Render thread/INFO] [mixin/]:       BeforeConstant found LdcInsn 

[19Mar2024 15:48:13.170] [Render thread/INFO] [mixin/]:   BeforeConstant found STRING constant: value = \\n, stringValue = null
[19Mar2024 15:48:13.170] [Render thread/INFO] [mixin/]:     BeforeConstant found a matching constant TYPE at ordinal 3
[19Mar2024 15:48:13.171] [Render thread/INFO] [mixin/]:       BeforeConstant found LdcInsn \\n
[19Mar2024 15:48:13.171] [Render thread/INFO] [mixin/]:   BeforeConstant found CLASS constant: value = Ljava/lang/String;, typeValue = null
[19Mar2024 15:48:13.171] [Render thread/INFO] [mixin/]:   BeforeConstant found STRING constant: value = [{}] [CHAT] {}, stringValue = null
[19Mar2024 15:48:13.171] [Render thread/INFO] [mixin/]:     BeforeConstant found a matching constant TYPE at ordinal 4
[19Mar2024 15:48:13.171] [Render thread/INFO] [mixin/]:       BeforeConstant found LdcInsn [{}] [CHAT] {}
[19Mar2024 15:48:13.171] [Render thread/INFO] [mixin/]:   BeforeConstant found STRING constant: value = [CHAT] {}, stringValue = null
[19Mar2024 15:48:13.174] [Render thread/INFO] [mixin/]:     BeforeConstant found a matching constant TYPE at ordinal 5
[19Mar2024 15:48:13.174] [Render thread/INFO] [mixin/]:       BeforeConstant found LdcInsn [CHAT] {}
[19Mar2024 15:48:13.348] [Render thread/INFO] [com.cupboard.Cupboard/]: Loaded config for: farsight.json
[19Mar2024 15:48:13.432] [Render thread/INFO] [net.minecraft.client.Minecraft/]: Backend library: LWJGL version 3.3.1 build 7
[19Mar2024 15:48:13.510] [Render thread/INFO] [KubeJS/]: Loaded client.properties
[19Mar2024 15:48:13.590] [Render thread/WARN] [Embeddium-NvidiaWorkarounds/]: Applying workaround: Prevent the NVIDIA OpenGL driver from using broken optimizations (NVIDIA_THREADED_OPTIMIZATIONS)
[19Mar2024 15:48:13.802] [Render thread/INFO] [Embeddium-PostlaunchChecks/]: OpenGL Vendor: NVIDIA Corporation
[19Mar2024 15:48:13.802] [Render thread/INFO] [Embeddium-PostlaunchChecks/]: OpenGL Renderer: NVIDIA GeForce GTX 1060 3GB/PCIe/SSE2
[19Mar2024 15:48:13.802] [Render thread/INFO] [Embeddium-PostlaunchChecks/]: OpenGL Version: 4.6.0 NVIDIA 546.65
[19Mar2024 15:48:14.223] [Render thread/WARN] [Embeddium++/Config]: Loading Embeddium++Config
[19Mar2024 15:48:14.233] [Render thread/INFO] [Embeddium++/Config]: Updating config cache
[19Mar2024 15:48:14.236] [Render thread/INFO] [Embeddium++/Config]: Cache updated successfully
[19Mar2024 15:48:14.812] [Render thread/INFO] [Oculus/]: Debug functionality is disabled.
[19Mar2024 15:48:14.829] [Render thread/INFO] [Oculus/]: OpenGL 4.5 detected, enabling DSA.
[19Mar2024 15:48:14.858] [Render thread/INFO] [Oculus/]: Shaders are disabled because no valid shaderpack is selected
[19Mar2024 15:48:14.860] [Render thread/INFO] [Oculus/]: Shaders are disabled
[19Mar2024 15:48:15.389] [modloading-worker-0/INFO] [dynamiclightsreforged/]: [LambDynLights] Initializing Dynamic Lights Reforged...
[19Mar2024 15:48:15.413] [modloading-worker-0/WARN] [APTweaks(Core)/]: ? The log level for APTweaks(Core) is set to ALL, this will log all debug information and will cause performance issues. This is expected in a developer environment or during large-scale troubleshooting. However, rest assured, to mitigate performance concerns, the debug mode for this module has been automatically adjusted to an info level! If you require debug information, simply use the /aptweaks debug <module> command to re-enable debug mode.
[19Mar2024 15:48:15.422] [modloading-worker-0/WARN] [APTweaks(Core)/]: Adjusting log level for APTweaks(Core) from ALL to INFO, for performance reasons!
[19Mar2024 15:48:15.423] [modloading-worker-0/INFO] [APTweaks(Core)/]: Changing log level for APTweaks(Core) from ALL to INFO
[19Mar2024 15:48:15.441] [modloading-worker-0/INFO] [APTweaks(Core)/]: Register Adaptive Performance Tweaks: Core common config ...
[19Mar2024 15:48:16.816] [modloading-worker-0/WARN] [mixin/]: Static binding violation: PRIVATE @Overwrite method m_109501_ in embeddium.mixins.json:core.render.world.WorldRendererMixin cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[19Mar2024 15:48:17.647] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.647] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.648] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.648] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.648] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.648] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.649] [modloading-worker-0/INFO] [Bookshelf/]: Fixing MC-151457. Crafting remainder for minecraft:tadpole_bucket is now minecraft:bucket.
[19Mar2024 15:48:17.666] [modloading-worker-0/WARN] [APTweaks(Gamerules)/]: ? The log level for APTweaks(Gamerules) is set to ALL, this will log all debug information and will cause performance issues. This is expected in a developer environment or during large-scale troubleshooting. However, rest assured, to mitigate performance concerns, the debug mode for this module has been automatically adjusted to an info level! If you require debug information, simply use the /aptweaks debug <module> command to re-enable debug mode.
[19Mar2024 15:48:17.666] [modloading-worker-0/WARN] [APTweaks(Gamerules)/]: Adjusting log level for APTweaks(Gamerules) from ALL to INFO, for performance reasons!
[19Mar2024 15:48:17.666] [modloading-worker-0/INFO] [APTweaks(Core)/]: Changing log level for APTweaks(Gamerules) from ALL to INFO
[19Mar2024 15:48:17.676] [modloading-worker-0/INFO] [APTweaks(Gamerules)/]: Registering Adaptive Performance Tweaks: Gamerules common config ...
[19Mar2024 15:48:17.915] [modloading-worker-0/INFO] [Puzzles Lib/]: Constructing common components for leavesbegone:main
[19Mar2024 15:48:18.091] [modloading-worker-0/INFO] [PluginManager/]: Scanning classes for industrialforegoing
[19Mar2024 15:48:18.157] [modloading-worker-0/INFO] [PluginManager/]: Found FeaturePluginInstance for class PatchouliPlugin for plugin patchouli
[19Mar2024 15:48:18.162] [modloading-worker-0/INFO] [PluginManager/]: Found FeaturePluginInstance for class CuriosPlugin for plugin curios
[19Mar2024 15:48:18.171] [modloading-worker-0/INFO] [PluginManager/]: Constructed class PatchouliPlugin for plugin patchouli for mod industrialforegoing
[19Mar2024 15:48:18.176] [modloading-worker-0/INFO] [PluginManager/]: Constructed class CuriosPlugin for plugin curios for mod industrialforegoing
[19Mar2024 15:48:18.184] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONSTRUCTION for plugin class PatchouliPlugin
[19Mar2024 15:48:18.197] [modloading-worker-0/INFO] [PluginManager/]: Executing phase CONSTRUCTION for plugin class CuriosPlugin
[19Mar2024 15:48:18.212] [modloading-worker-0/INFO] [PluginManager/]: Executing phase PRE_INIT for plugin class PatchouliPlugin
[19Mar2024 15:48:18.212] [modloading-worker-0/INFO] [PluginManager/]: Executing phase PRE_INIT for plugin class CuriosPlugin
[19Mar2024 15:48:18.988] [modloading-worker-0/INFO] [PluginManager/]: Executing phase INIT for plugin class PatchouliPlugin
[19Mar2024 15:48:18.988] [modloading-worker-0/INFO] [PluginManager/]: Executing phase INIT for plugin class CuriosPlugin
[19Mar2024 15:48:19.464] [modloading-worker-0/INFO] [PluginManager/]: Executing phase POST_INIT for plugin class PatchouliPlugin
[19Mar2024 15:48:19.465] [modloading-worker-0/INFO] [PluginManager/]: Executing phase POST_INIT for plugin class CuriosPlugin
[19Mar2024 15:48:20.954] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering S2C receiver with id architectury:sync_ids
[19Mar2024 15:48:20.957] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
